id;plz;ortsteil;strasse;hausnummer;baumnummer;baumart;pflanzjahr
1939;12167;Steglitz;Halskestraße;44;L0097;"Tilia cordata 'Greenspire'";2021
1942;12167;Steglitz;Halskestraße;46;L0053;"Tilia cordata 'Greenspire'";2022
1945;12167;Steglitz;Halskestraße;"ggü 47";R0033;"Tilia cordata 'Greenspire'";2022
1948;12167;Steglitz;Heinrich-Seidel-Straße;1;R0021;"Tilia tomentosa 'Brabant'";2022
1951;12167;Steglitz;Heinrich-Seidel-Straße;3;R0073;"Tilia cordata";2020
1954;12167;Steglitz;Heinrich-Seidel-Straße;"ggü 1";L0026;"Tilia tomentosa";2022
1957;12167;Steglitz;Karl-Stieler-Straße;1;R0049;"Alnus spaethii";2021
1960;12167;Steglitz;Karl-Stieler-Straße;3;R0103;"Alnus spaethii";2021
1963;12167;Steglitz;Karl-Stieler-Straße;4;R0147;"Alnus spaethii";2021
1966;12167;Steglitz;Karl-Stieler-Straße;12a;L0290;"Alnus spaethii";2021
1969;12167;Steglitz;Karl-Stieler-Straße;3a;R0115;"Alnus spaethii";2021
1972;12167;Steglitz;Karl-Stieler-Straße;"ggü 10";R0387;"Alnus spaethii";2021
1975;12167;Steglitz;Lacknerstraße;5;R0125;"Prunus serrulata 'Kanzan'";2020
1978;12167;Steglitz;Liliencronstraße;"16 a";L0070;"Tilia tomentosa";2022
1981;12167;Steglitz;Liliencronstraße;ggü7;L0184;"Tilia cordata 'Greenspire'";2021
1984;12167;Steglitz;Orleansstraße;13;L0073;"Malus tschonoskii";2022
1987;12169;Steglitz;Altmarkstraße;9;R0341;"Fraxinus pennsylvanica 'Summit'";2022
1990;12169;Steglitz;Altmarkstraße;11;R0428;"Fraxinus pennsylvanica 'Summit'";2022
1993;12169;Steglitz;Altmarkstraße;16;L0383;"Fraxinus pennsylvanica 'Summit'";2022
1996;12169;Steglitz;Altmarkstraße;16;L0397;"Fraxinus pennsylvanica 'Summit'";2022
1999;12169;Steglitz;Altmarkstraße;18;L0349;"Fraxinus pennsylvanica 'Summit'";2022
2002;12169;Steglitz;Altmarkstraße;23;L0150;"Fraxinus pennsylvanica 'Summit'";2022
2005;12169;Steglitz;Altmarkstraße;25;L0109;"Fraxinus pennsylvanica 'Summit'";2022
2008;12169;Steglitz;Altmarkstraße;22a;L0212;"Fraxinus pennsylvanica 'Summit'";2022
2011;12169;Steglitz;Altmarkstraße;2b;R0064;"Fraxinus pennsylvanica 'Summit'";2022
2014;12169;Steglitz;Altmarkstraße;3A;R0145;"Fraxinus pennsylvanica 'Summit'";2022
2017;12169;Steglitz;"Bismarckstraße (Steglitz)";;L1576;"Alnus spaethii";2021
2020;12169;Steglitz;Filandastraße;14;M0556;"Ginkgo biloba";2021
2023;12169;Steglitz;Filandastraße;14;M0556;"Ginkgo biloba";2022
2026;12169;Steglitz;Filandastraße;"Ecke Südendstr.";M0308;"Ginkgo biloba";2021
2029;12169;Steglitz;Filandastraße;"Ecke Südendstr.";M0308;"Ginkgo biloba";2022
2032;12169;Steglitz;Filandastraße;"Ecke Wuthenowstr.";M0498;"Liquidambar styraciflua";2021
2035;12169;Steglitz;Filandastraße;"Ecke Wuthenowstr.";M0498;"Liquidambar styraciflua";2022
2038;12169;Steglitz;Filandastraße;"Ecke Wuthenowstr.";M0516;"Gleditsia triacanthos f. Inermis";2021
2041;12169;Steglitz;Filandastraße;"Ecke Wuthenowstr.";M0516;"Gleditsia triacanthos f. Inermis";2022
2044;12169;Steglitz;Filandastraße;"ggü 22 B";M0261;"Gleditsia triacanthos f. Inermis";2021
2047;12169;Steglitz;Filandastraße;"ggü 22 B";M0261;"Gleditsia triacanthos f. Inermis";2022
2050;12169;Steglitz;Filandastraße;ggü12;M0452;"Gleditsia triacanthos f. Inermis";2021
2053;12169;Steglitz;Filandastraße;ggü12;M0452;"Gleditsia triacanthos f. Inermis";2022
2056;12169;Steglitz;Filandastraße;ggü21;M0435;"Ginkgo biloba";2021
2059;12169;Steglitz;Filandastraße;ggü21;M0435;"Ginkgo biloba";2022
2062;12169;Steglitz;Filandastraße;ggü22;M0389;"Liquidambar styraciflua";2021
2065;12169;Steglitz;Filandastraße;ggü22;M0389;"Liquidambar styraciflua";2022
2068;12169;Steglitz;Filandastraße;ggü22;M0405;"Ginkgo biloba";2021
2071;12169;Steglitz;Filandastraße;ggü22;M0405;"Ginkgo biloba";2022
2074;12169;Steglitz;Filandastraße;ggü22B;M0280;"Gleditsia triacanthos f. Inermis";2021
2077;12169;Steglitz;Filandastraße;ggü22B;M0280;"Gleditsia triacanthos f. Inermis";2022
2080;12169;Steglitz;Filandastraße;;M0295;"Gleditsia triacanthos f. Inermis";2021
2083;12169;Steglitz;Filandastraße;;M0295;"Gleditsia triacanthos f. Inermis";2022
2086;12169;Steglitz;Filandastraße;;M0369;"Liquidambar styraciflua";2021
2089;12169;Steglitz;Filandastraße;;M0369;"Liquidambar styraciflua";2022
2092;12169;Steglitz;Filandastraße;;M0473;"Liquidambar styraciflua";2021
2095;12169;Steglitz;Filandastraße;;M0473;"Liquidambar styraciflua";2022
2098;12169;Steglitz;Kottesteig;1;R0024;"Acer platanoides 'Globosum'";2020
2101;12169;Steglitz;Kottesteig;3;R0044;"Acer platanoides 'Globosum'";2020
2104;12169;Steglitz;Kottesteig;4;L0034;"Acer platanoides 'Globosum'";2020
2107;12169;Steglitz;"Neue Filandastraße";"Ecke Filandastr";M0217;"Liquidambar styraciflua";2021
2110;12169;Steglitz;"Neue Filandastraße";"Ecke Filandastr";M0217;"Liquidambar styraciflua";2022
2113;12169;Steglitz;"Neue Filandastraße";"Ecke Filandastr.";M0228;"Ginkgo biloba";2021
2116;12169;Steglitz;"Neue Filandastraße";"Ecke Filandastr.";M0228;"Ginkgo biloba";2022
2119;12169;Steglitz;"Neue Filandastraße";ggü4A;M0122;"Gleditsia triacanthos f. Inermis";2021
2122;12169;Steglitz;"Neue Filandastraße";ggü4A;M0122;"Gleditsia triacanthos f. Inermis";2022
2125;12169;Steglitz;"Neue Filandastraße";ggü4A;M0133;"Gleditsia triacanthos f. Inermis";2021
2128;12169;Steglitz;"Neue Filandastraße";ggü4A;M0133;"Gleditsia triacanthos f. Inermis";2022
2131;12169;Steglitz;"Neue Filandastraße";ggü5;M0150;"Ginkgo biloba";2021
2134;12169;Steglitz;"Neue Filandastraße";ggü5;M0171;"Ginkgo biloba";2022
2137;12169;Steglitz;"Neue Filandastraße";ggü6;M0181;"Liquidambar styraciflua";2021
2140;12169;Steglitz;"Neue Filandastraße";ggü6;M0181;"Liquidambar styraciflua";2022
2143;12169;Steglitz;"Neue Filandastraße";ggü6;M0200;"Gleditsia triacanthos f. Inermis";2021
2146;12169;Steglitz;"Neue Filandastraße";ggü6;M0200;"Gleditsia triacanthos f. Inermis";2022
2149;12169;Steglitz;Oehlertring;1;L0035;"Tilia cordata 'Greenspire'";2021
2152;12169;Steglitz;Sohnreystraße;1;R0077-02;"Sophora japonica 'Princeton Upright'";2021
2155;12169;Steglitz;Sohnreystraße;2d;R0113;"Sophora japonica 'Princeton Upright'";2020
2158;12169;Steglitz;Steinstraße;4;R0077;"Acer platanoides 'Allershausen'";2022
2161;12169;Steglitz;Steinstraße;13;L0297;"Acer platanoides 'Allershausen'";2022
2164;12169;Steglitz;Steinstraße;22;L0091;"Acer platanoides 'Allershausen'";2022
2167;12169;Steglitz;Südendstraße;25;R0670;"Tilia cordata 'Greenspire'";2022
2170;12169;Steglitz;Südendstraße;26;R0690;"Tilia cordata 'Greenspire'";2022
2173;12247;Steglitz;Attilastraße;86;M0112;"Alnus spaethii";2021
2176;12247;Steglitz;Attilastraße;86;M0122;"Alnus spaethii";2021
2179;12247;Steglitz;Attilastraße;86C;M0050;"Alnus spaethii";2021
2182;12247;Steglitz;Attilastraße;86D;M0040;"Alnus spaethii";2021
2185;12247;Steglitz;Siemensstraße;27;R0800;"Tilia cordata 'Greenspire'";2022
2188;12247;Steglitz;Siemensstraße;27;R0810;"Tilia cordata 'Greenspire'";2022
2191;14195;Steglitz;Königin-Luise-Straße;"ggü 22a";R0662;"Fraxinus excelsior 'Geessink'";2022
2194;14109;Wannsee;"Glienicker Straße";35;L0459;"Tilia cordata 'Erecta'";2022
2197;14109;Wannsee;Pardemannstraße;23;R0041;"Tilia tomentosa";2021
2200;14109;Wannsee;Pardemannstraße;ggü6;R0209;"Tilia tomentosa";2021
2203;14109;Wannsee;Schäferstraße;4;R0525;"Tilia cordata 'Erecta'";2022
2206;14109;Wannsee;Ulricistraße;27;L0280;"Acer rubrum 'Scanlon'";2021
2209;14109;Wannsee;Ulricistraße;41;R0331;"Acer rubrum 'Scanlon'";2021
2212;14109;Wannsee;Ulricistraße;"am F'hof";L0015;"Ulmus Hybride 'Dodoens'";2021
2215;14109;Wannsee;Ulricistraße;"am F'hof";L0030;"Acer rubrum 'Scanlon'";2021
2218;14109;Wannsee;Ulricistraße;"am F'hof";L0045;"Ulmus Hybride 'Dodoens'";2021
2221;14109;Wannsee;Ulricistraße;"am F'hof";L0060;"Acer rubrum 'Scanlon'";2021
2224;14129;Zehlendorf;"Ahrenshooper Zeile";2;L0035;"Tilia cordata 'Greenspire'";2020
2227;14129;Zehlendorf;Schopenhauerstraße;15;L0180;"Acer platanoides 'Allershausen'";2020
2230;14163;Zehlendorf;"Argentinische Allee";95;M1678;"Cercis siliquastrum";2021
2233;14163;Zehlendorf;"Argentinische Allee";112;L2926;"Gleditsia triacanthos 'Skyline'";2021
2236;14163;Zehlendorf;"Argentinische Allee";115;M1783;"Acer campestre";2021
2239;14163;Zehlendorf;"Argentinische Allee";133;M1956;"Alnus spaethii";2021
2242;14163;Zehlendorf;"Argentinische Allee";177;M02315;"Parrotia persica";2021
2245;14163;Zehlendorf;"Argentinische Allee";183;M2366;"Acer campestre";2021
2248;14163;Zehlendorf;"Argentinische Allee";185;M2381;"Alnus spaethii";2021
2251;14163;Zehlendorf;"Argentinische Allee";187;M2396;"Parrotia persica";2021
2254;14163;Zehlendorf;"Argentinische Allee";189;M2411;"Cercis siliquastrum";2021
2257;14163;Zehlendorf;"Argentinische Allee";191;M2426;"Castanea sativa";2021
2260;14163;Zehlendorf;"Argentinische Allee";193;M2441;"Alnus spaethii";2021
2263;14163;Zehlendorf;"Argentinische Allee";209;M2561;"Castanea sativa";2021
2266;14163;Zehlendorf;"Argentinische Allee";213;M2586;"Parrotia persica";2021
2269;14163;Zehlendorf;"Argentinische Allee";213;M2601;"Celtis australis";2021
2272;14163;Zehlendorf;"Argentinische Allee";215;M2615;"Acer campestre";2021
2275;14163;Zehlendorf;"Argentinische Allee";231;M2739;"Alnus spaethii";2021
2278;14163;Zehlendorf;"Argentinische Allee";231;M2749;"Gleditsia triacanthos 'Skyline'";2021
2281;14163;Zehlendorf;"Argentinische Allee";231;M2827;"Castanea sativa";2021
2284;14163;Zehlendorf;"Argentinische Allee";233;M2756;"Cercis siliquastrum";2021
2287;14163;Zehlendorf;"Argentinische Allee";237;M2840;"Parrotia persica";2021
2290;14163;Zehlendorf;"Argentinische Allee";241;M2908;"Acer campestre";2021
2293;14163;Zehlendorf;"Argentinische Allee";241;M2923;"Alnus spaethii";2021
2296;14163;Zehlendorf;"Argentinische Allee";190-198;L2436;"Gleditsia triacanthos 'Skyline'";2021
2299;14163;Zehlendorf;"Argentinische Allee";199-201;M2498;"Acer campestre";2021
2302;14163;Zehlendorf;"Argentinische Allee";209-2011;M2571;"Gleditsia triacanthos 'Skyline'";2021
2305;14163;Zehlendorf;"Argentinische Allee";"ggü 101/103";M1714;"Parrotia persica";2021
2308;14163;Zehlendorf;"Argentinische Allee";"ggü 209";L2559;"Celtis australis";2021
2311;14163;Zehlendorf;"Argentinische Allee";ggü145;M2032;"Celtis australis";2021
2314;14163;Zehlendorf;"Argentinische Allee";ggü173;M2288;"Castanea sativa";2021
2317;14163;Zehlendorf;"Argentinische Allee";"KH Waldfriede";M0957;"Castanea sativa";2021
2320;14163;Zehlendorf;Beerenstraße;39;R0872;"Quercus petraea";2021
2323;14163;Zehlendorf;Bülowstraße;31;L0661;"Tilia tomentosa";2021
2326;14163;Zehlendorf;Busseallee;1;L0214;"Alnus cordata";2021
2329;14163;Zehlendorf;Busseallee;13;L0367;"Alnus cordata";2021
2332;14163;Zehlendorf;Busseallee;17;L0412;"Alnus cordata";2021
2335;14163;Zehlendorf;Busseallee;33;L0578;"Alnus cordata";2021
2338;14163;Zehlendorf;Busseallee;35;A0030;"Castanea sativa";2022
2341;14163;Zehlendorf;Busseallee;"ggü 35";A0005;"Prunus serrulata 'Kanzan'";2022
2344;14163;Zehlendorf;Busseallee;"ggü 35";A0006;"Prunus serrulata 'Kanzan'";2022
2347;14163;Zehlendorf;Fischerhüttenstraße;29;R0317;"Tilia cordata 'Greenspire'";2022
2350;14163;Zehlendorf;Fischerhüttenstraße;34;L0586;"Tilia cordata 'Greenspire'";2022
2353;14163;Zehlendorf;Fischerhüttenstraße;40;L0669;"Liquidambar styraciflua 'Worplesdon'";2022
2356;14163;Zehlendorf;Fischerhüttenstraße;53;R0668;"Liquidambar styraciflua 'Worplesdon'";2022
2359;14163;Zehlendorf;Fischerhüttenstraße;55;R0692;"Liquidambar styraciflua 'Worplesdon'";2022
2362;14163;Zehlendorf;Fischerhüttenstraße;61;R0735;"Liquidambar styraciflua 'Worplesdon'";2022
2365;14163;Zehlendorf;Fischerhüttenstraße;63;R0802;"Liquidambar styraciflua 'Worplesdon'";2022
2368;14163;Zehlendorf;Fischerhüttenstraße;75;R1101;"Tilia cordata 'Greenspire'";2022
2371;14163;Zehlendorf;Fischerhüttenstraße;81;R1222;"Tilia cordata 'Greenspire'";2022
2374;14163;Zehlendorf;Fischerhüttenstraße;53-55;R0680;"Tilia cordata";2022
2377;14163;Zehlendorf;Fischerhüttenstraße;"ggü 50";R0903;"Liquidambar styraciflua 'Worplesdon'";2022
2380;14163;Zehlendorf;Fischerhüttenstraße;Schule;R0013;"Liquidambar styraciflua 'Worplesdon'";2022
2383;14163;Zehlendorf;"Forststraße (Zehlendorf)";32;L0588;"Ulmus 'Rebella'";2021
2386;14163;Zehlendorf;"Forststraße (Zehlendorf)";32;L0609;"Ulmus 'Rebella'";2021
2389;14163;Zehlendorf;"Forststraße (Zehlendorf)";34;L0670;"Ulmus 'Rebella'";2021
2392;14163;Zehlendorf;"Forststraße (Zehlendorf)";38;L0742;"Ulmus 'Rebella'";2021
2395;14163;Zehlendorf;"Forststraße (Zehlendorf)";44;L0854;"Ulmus 'Rebella'";2021
2398;14163;Zehlendorf;"Forststraße (Zehlendorf)";"ggü 14";R0220;"Ulmus 'Rebella'";2021
2401;14163;Zehlendorf;"Forststraße (Zehlendorf)";"ggü 34";R0653;"Ulmus 'Rebella'";2021
2404;14163;Zehlendorf;"Forststraße (Zehlendorf)";"ggü 34";R0670;"Ulmus 'Rebella'";2021
2407;14163;Zehlendorf;"Forststraße (Zehlendorf)";;R0618;"Ulmus 'Rebella'";2021
2410;14163;Zehlendorf;"Fürstenstraße (Zehlendorf)";;R0069;"Ulmus 'Rebella'";2021
2413;14163;Zehlendorf;Holstweg;2;R0041;"Quercus cerris";2022
2416;14163;Zehlendorf;Holstweg;5;L0056;"Quercus cerris";2022
2419;14163;Zehlendorf;Holstweg;7;L0077;"Quercus cerris";2022
2422;14163;Zehlendorf;Holstweg;10;R0120;"Quercus cerris";2022
2425;14163;Zehlendorf;Holstweg;19;L0194;"Quercus cerris";2022
2428;14163;Zehlendorf;Holstweg;20;R0220;"Quercus cerris";2022
2431;14163;Zehlendorf;Holstweg;21;L0209;"Quercus cerris";2022
2434;14163;Zehlendorf;Holstweg;26;R0280;"Quercus cerris";2022
2437;14163;Zehlendorf;Ithweg;11;L0101;"Sorbus aucuparia";2021
2440;14163;Zehlendorf;Kaunstraße;"Grünfläche Ecke Lindenth.";R0042;"Magnolia kobus";2020
2443;14163;Zehlendorf;Kirchstraße;4;R0114;"Tilia cordata 'Greenspire'";2021
2446;14163;Zehlendorf;Kleiststraße;21;L0170;"Acer platanoides 'Cleveland'";2022
2449;14163;Zehlendorf;Kramstaweg;5;L0082;"Gleditsia triacanthos 'Sunburst'";2022
2452;14163;Zehlendorf;Kramstaweg;13;L0166;"Gleditsia triacanthos 'Sunburst'";2022
2455;14163;Zehlendorf;Kramstaweg;15;L0192;"Gleditsia triacanthos 'Sunburst'";2022
2458;14163;Zehlendorf;Kramstaweg;24;R0252;"Gleditsia triacanthos 'Sunburst'";2022
2461;14163;Zehlendorf;Kramstaweg;28;R0289;"Gleditsia triacanthos 'Sunburst'";2022
2464;14163;Zehlendorf;Kramstaweg;34;R0344;"Gleditsia triacanthos 'Sunburst'";2022
2467;14163;Zehlendorf;Kramstaweg;34;R0358;"Gleditsia triacanthos 'Sunburst'";2022
2470;14163;Zehlendorf;Kramstaweg;21-23;L0334;"Gleditsia triacanthos 'Sunburst'";2022
2473;14163;Zehlendorf;Kramstaweg;"neben 4";R0050;"Gleditsia triacanthos 'Sunburst'";2022
2476;14163;Zehlendorf;Oertzenweg;23;R0379;"Magnolia kobus";2022
2479;14163;Zehlendorf;Oertzenweg;24;L0374;"Magnolia kobus";2022
2482;14163;Zehlendorf;Oertzenweg;27;R0336;"Magnolia kobus";2022
2485;14163;Zehlendorf;Oertzenweg;28;L0299;"Magnolia kobus";2022
2488;14163;Zehlendorf;Oertzenweg;34;L0270;"Magnolia kobus";2022
2491;14163;Zehlendorf;Oertzenweg;37;R0214;"Magnolia kobus";2022
2494;14163;Zehlendorf;Oertzenweg;43;R0153;"Magnolia kobus";2022
2497;14163;Zehlendorf;Oertzenweg;52;L0093;"Magnolia kobus";2022
2500;14163;Zehlendorf;Oertzenweg;55;R0024;"Magnolia kobus";2022
2503;14163;Zehlendorf;Oertzenweg;"ggü. 53";L0047;"Magnolia kobus";2022
2506;14163;Zehlendorf;"Potsdamer Chaussee";6;M0942;"Quercus petraea";2021
2509;14163;Zehlendorf;"Potsdamer Chaussee";20;M1054;"Quercus petraea";2021
2512;14163;Zehlendorf;"Potsdamer Chaussee";22;M1112;"Quercus petraea";2021
2515;14163;Zehlendorf;"Potsdamer Chaussee";30;R1484;"Quercus cerris";2021
2518;14163;Zehlendorf;"Potsdamer Chaussee";14a;M0653;"Quercus petraea";2021
2521;14163;Zehlendorf;"Potsdamer Chaussee";"33nähe Wasgenstr.";M1801;"Quercus petraea";2021
2524;14163;Zehlendorf;"Potsdamer Chaussee";36B;R2344;"Quercus petraea";2021
2527;14163;Zehlendorf;"Potsdamer Chaussee";"Ecke Wasgenstraße";M1862;"Quercus petraea";2021
2530;14163;Zehlendorf;"Potsdamer Chaussee";"ggü 24";M1280;"Quercus petraea";2021
2533;14163;Zehlendorf;"Potsdamer Chaussee";"ggü 35";M2165;"Quercus cerris";2021
2536;14163;Zehlendorf;"Potsdamer Chaussee";"ggü 35D";M2225;"Quercus petraea";2021
2539;14163;Zehlendorf;"Potsdamer Chaussee";"ggü 42";M2482;"Quercus cerris";2021
2542;14163;Zehlendorf;"Potsdamer Chaussee";"ggü 47f";M2707;"Quercus petraea";2021
2545;14163;Zehlendorf;"Potsdamer Chaussee";ggü.18;M0930;"Quercus petraea";2021
2548;14163;Zehlendorf;"Potsdamer Chaussee";ggü29;M1420;"Quercus cerris";2021
2551;14163;Zehlendorf;"Potsdamer Chaussee";ggü34F;M2148;"Quercus petraea";2021
2554;14163;Zehlendorf;"Potsdamer Chaussee";ggü8;M0337;"Quercus petraea";2021
2557;14163;Zehlendorf;"Potsdamer Chaussee";"nähe Wolzgenstr.";M0415;"Quercus cerris";2021
2560;14163;Zehlendorf;"Potsdamer Chaussee";;A0360;"Quercus robur";2021
2563;14163;Zehlendorf;"Potsdamer Chaussee";;A0425;"Quercus rubra";2021
2566;14163;Zehlendorf;"Potsdamer Chaussee";;A0428;"Quercus robur";2021
2569;14163;Zehlendorf;"Potsdamer Chaussee";;A0510;"Quercus rubra";2021
2572;14163;Zehlendorf;"Potsdamer Chaussee";;A0552;"Quercus robur";2021
2575;14163;Zehlendorf;"Potsdamer Chaussee";;A1188;"Quercus rubra";2021
2578;14163;Zehlendorf;"Potsdamer Chaussee";;A1240;"Liquidambar styraciflua";2022
2581;14163;Zehlendorf;"Potsdamer Chaussee";;A1290;"Liquidambar styraciflua";2022
2584;14163;Zehlendorf;"Potsdamer Straße (Zehlendorf)";15;M1162;"Quercus petraea";2021
2587;14163;Zehlendorf;"Potsdamer Straße (Zehlendorf)";11-11b;M1310;"Quercus petraea";2021
2590;14163;Zehlendorf;"Potsdamer Straße (Zehlendorf)";"Ecke Fürstenstr.";M1274;"Quercus petraea";2021
2593;14163;Zehlendorf;"Potsdamer Straße (Zehlendorf)";"ggü 26";M0927;"Quercus petraea";2021
2596;14163;Zehlendorf;"Potsdamer Straße (Zehlendorf)";"ggü 36";M0729;"Quercus petraea";2021
2599;14163;Zehlendorf;"Potsdamer Straße (Zehlendorf)";"ggü 42";M0609;"Quercus robur";2020
2602;14163;Zehlendorf;"Potsdamer Straße (Zehlendorf)";"ggü Düppelstr.";M0915;"Quercus petraea";2021
2605;14163;Zehlendorf;"Potsdamer Straße (Zehlendorf)";ggü.23/24;M0975;"Quercus petraea";2021
2608;14163;Zehlendorf;"Potsdamer Straße (Zehlendorf)";ggü.26/26a;M0925;"Quercus petraea";2021
2611;14163;Zehlendorf;"Potsdamer Straße (Zehlendorf)";ggü.29;M0885;"Quercus petraea";2021
2614;14163;Zehlendorf;"Potsdamer Straße (Zehlendorf)";ggü.32;M0820;"Quercus petraea";2021
2617;14163;Zehlendorf;"Potsdamer Straße (Zehlendorf)";"nähe 23";M1029;"Quercus petraea";2021
2620;14163;Zehlendorf;Ravenweg;9;L0139;"Catalpa bignonioides";2022
2623;14163;Zehlendorf;Ravenweg;25;L0326;"Catalpa bignonioides";2022
2626;14163;Zehlendorf;Ravenweg;25;L0336;"Catalpa bignonioides";2022
2629;14163;Zehlendorf;Ravenweg;"ggü 19";R0252;"Catalpa bignonioides";2022
2632;14163;Zehlendorf;Ravenweg;ggü25;R0333;"Catalpa bignonioides";2022
2635;14163;Zehlendorf;"Roonstraße (Zehlendorf)";31;R0360;"Tilia cordata 'Greenspire'";2020
2638;14163;Zehlendorf;"Singener Weg";3;R0268;"Malus 'Evereste'";2020
2641;14163;Zehlendorf;"Singener Weg";12;L0177;"Malus 'Evereste'";2020
2644;14163;Zehlendorf;"Singener Weg";ggü2;R0296;"Malus 'Evereste'";2020
2647;14163;Zehlendorf;Werderstraße;10;L0171;"Quercus petraea";2021
2650;14165;Zehlendorf;Andreezeile;9;L0427;"Tilia cordata 'Rancho'";2021
2653;14165;Zehlendorf;Andreezeile;10;R0425;"Liquidambar styraciflua 'Worplesdon'";2021
2656;14165;Zehlendorf;Andreezeile;12;R0464;"Liquidambar styraciflua 'Worplesdon'";2021
2659;14165;Zehlendorf;Andreezeile;13;L0468;"Liquidambar styraciflua 'Worplesdon'";2021
2662;14165;Zehlendorf;Andreezeile;14;R0484;"Tilia cordata 'Rancho'";2021
2665;14165;Zehlendorf;Andreezeile;23;L0636;"Acer platanoides 'Royal Red'";2021
2668;14165;Zehlendorf;Andreezeile;28;R0735;"Acer platanoides 'Royal Red'";2021
2671;14165;Zehlendorf;Andreezeile;31;L0784;"Acer platanoides 'Royal Red'";2021
2674;14165;Zehlendorf;Andreezeile;31;R0780;"Acer platanoides 'Royal Red'";2021
2677;14165;Zehlendorf;Andreezeile;25/27;L0700;"Acer platanoides 'Royal Red'";2021
2680;14165;Zehlendorf;Berlepschstraße;35a;L0533;"Tilia cordata 'Greenspire'";2022
2683;14165;Zehlendorf;Berlepschstraße;39a;L0554;"Tilia cordata 'Greenspire'";2022
2686;14165;Zehlendorf;Berlepschstraße;41C;L0617;"Tilia cordata 'Greenspire'";2022
2689;14165;Zehlendorf;Eilertstraße;2;L0366;"Ulmus 'Columella' (R)";2022
2692;14165;Zehlendorf;Eilertstraße;3;R0353;"Ulmus 'Columella' (R)";2022
2695;14165;Zehlendorf;Eilertstraße;5;R0330;"Ulmus 'Columella' (R)";2022
2698;14165;Zehlendorf;Eilertstraße;6;L0336;"Ulmus 'Columella' (R)";2022
2701;14165;Zehlendorf;Eilertstraße;7;R0306;"Ulmus 'Columella' (R)";2022
2704;14165;Zehlendorf;Eilertstraße;9;R0290;"Ulmus 'Columella' (R)";2022
2707;14165;Zehlendorf;Eilertstraße;20;L0174;"Ulmus 'Columella' (R)";2022
2710;14165;Zehlendorf;Eilertstraße;25;R0105;"Ulmus 'Columella' (R)";2022
2713;14165;Zehlendorf;Ernst-Lemmer-Ring;"ggü 103";R0312;"Prunus serrulata 'Kanzan'";2021
2716;14165;Zehlendorf;Ernst-Lemmer-Ring;"ggü 103";R0312;"Prunus serrulata 'Kanzan'";2022
2719;14165;Zehlendorf;Ernst-Lemmer-Ring;"ggü 93";R0281;"Prunus serrulata 'Kanzan'";2022
2722;14165;Zehlendorf;Ernst-Lemmer-Ring;"ggü 93";R281;"Prunus serrulata 'Kanzan'";2021
2725;14165;Zehlendorf;Grenzpfad;6;L0084;"Prunus avium 'Plena'";2022
2728;14165;Zehlendorf;Grenzpfad;6;L0092;"Prunus avium 'Plena'";2022
2731;14165;Zehlendorf;Hans-Böhm-Zeile;ggü1;E0260;"Prunus sargentii";2021
2734;14165;Zehlendorf;Hans-Böhm-Zeile;ggü1;E0280;"Prunus sargentii";2021
2737;14165;Zehlendorf;Hans-Böhm-Zeile;ggü1;E0290;"Prunus sargentii";2021
2740;14165;Zehlendorf;Heimat;29;R0062;"Gleditsia triacanthos";2021
2743;14165;Zehlendorf;Hoffbauerpfad;15;L0254;"Liquidambar styraciflua 'Worplesdon'";2021
2746;14165;Zehlendorf;Hoffbauerpfad;15;L0254;"Liquidambar styraciflua 'Worplesdon'";2022
2749;14165;Zehlendorf;Hoffbauerpfad;16-18;R0281;"Liquidambar styraciflua 'Worplesdon'";2021
2752;14165;Zehlendorf;Hoffbauerpfad;16-18;R0281;"Liquidambar styraciflua 'Worplesdon'";2022
2755;14165;Zehlendorf;Hoffbauerpfad;"9 ggü";A0010;"Prunus avium 'Plena'";2022
2758;14165;Zehlendorf;Hoffbauerpfad;"9 ggü";A0020;"Prunus avium 'Plena'";2022
2761;14165;Zehlendorf;Klistostraße;22;R0334;"Tilia cordata";2020
2764;14165;Zehlendorf;Klistostraße;30;R0427;"Corylus colurna";2022
2767;14165;Zehlendorf;Klistostraße;38;R0506;"Corylus colurna";2022
2770;14165;Zehlendorf;Klistostraße;16B;R0196;"Corylus colurna";2022
2773;14165;Zehlendorf;Klistostraße;"Ecke Gutzmannstr.";R0019;"Corylus colurna";2022
2776;14165;Zehlendorf;Klistostraße;Platz;L0252;"Corylus colurna";2022
2779;14165;Zehlendorf;"Michendorfer Straße";29;L0209;"Corylus colurna";2022
2782;14165;Zehlendorf;"Neuruppiner Straße";55;R0266;"Corylus colurna";2020
2785;14165;Zehlendorf;"Neuruppiner Straße";"ggü 115";R0626;"Corylus colurna";2020
2788;14165;Zehlendorf;"Neuruppiner Straße";"ggü 121";R0662;"Corylus colurna";2020
2791;14165;Zehlendorf;"Neuruppiner Straße";"ggü 129";R0706;"Corylus colurna";2020
2794;14165;Zehlendorf;"Neuruppiner Straße";"ggü 159";R0959;"Corylus colurna";2020
2797;14165;Zehlendorf;"Neuruppiner Straße";"ggü 207";R1223;"Corylus colurna";2020
2800;14165;Zehlendorf;"Neuruppiner Straße";"ggü 213";R1265;"Corylus colurna";2020
2803;14165;Zehlendorf;"Neuruppiner Straße";"ggü 33";R0145;"Corylus colurna";2020
2806;14165;Zehlendorf;"Neuruppiner Straße";"ggü 35";R0159;"Corylus colurna";2020
